"Project","Category","FileName","Type","SizeKB","LastModified","FullPath"
"HLN (Hunter's Landing North)","Draw 15\[OLD]","Hunter's Landing North Draw #15 (11-19-25).pdf",".pdf","12402.4","2025-11-25 09:52","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\[OLD]\Hunter's Landing North Draw #15 (11-19-25).pdf"
"HLN (Hunter's Landing North)","Draw 16","Hunters Landing North Draw #16 (12-12-25).pdf",".pdf","12687.8","2025-12-15 09:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 16\Hunters Landing North Draw #16 (12-12-25).pdf"
"HLN (Hunter's Landing North)","Draw 16","Hunters Landing North Draw #16 (12-16-25).pdf",".pdf","12881.3","2025-12-17 11:32","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 16\Hunters Landing North Draw #16 (12-16-25).pdf"
"HLN (Hunter's Landing North)","Draw 16","Arixa Draw 13 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-12-19 17:34","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 16\Arixa Draw 13 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 16","Arixa Draw 13 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","85","2025-12-22 12:22","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 16\Arixa Draw 13 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 16","Arixa Draw 13 Consolidated - HLN (Signed).pdf",".pdf","12902.6","2025-12-22 12:34","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 16\Arixa Draw 13 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 16","HLN Draw #16 Conditionals.pdf",".pdf","1259.3","2026-01-07 13:58","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 16\HLN Draw #16 Conditionals.pdf"
"HLN (Hunter's Landing North)","Draw 20","2026.03.31_Ambient Property Technologies_Invoice-INV39454_19,521.00_HLN.pdf",".pdf","54.2","2026-04-07 13:11","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\2026.03.31_Ambient Property Technologies_Invoice-INV39454_19,521.00_HLN.pdf"
"HLN (Hunter's Landing North)","Draw 20","Arixa Draw 17 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2026-05-14 11:49","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\Arixa Draw 17 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 20","Hunters Landing North Draw #19 (4-24-26).pdf",".pdf","10834.1","2026-04-27 09:08","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\Hunters Landing North Draw #19 (4-24-26).pdf"
"HLN (Hunter's Landing North)","Draw 20","Hunters Landing North Draw #19 (4-29-26).pdf",".pdf","10901.2","2026-04-29 17:23","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\Hunters Landing North Draw #19 (4-29-26).pdf"
"HLN (Hunter's Landing North)","Draw 20","Hunters Landing North Draw #19 (4-29-26) R1.pdf",".pdf","11797.8","2026-04-30 13:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\Hunters Landing North Draw #19 (4-29-26) R1.pdf"
"HLN (Hunter's Landing North)","Draw 20","INTERNAL - Arixa SOV - 1075 Century Drive - Ready for Draw 20.xlsx",".xlsx","110.3","2026-05-05 12:09","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\INTERNAL - Arixa SOV - 1075 Century Drive - Ready for Draw 20.xlsx"
"HLN (Hunter's Landing North)","Draw 20","Post Mortum - Arixa SOV - 1075 Century Drive - Ready for Draw 20.xlsx",".xlsx","121.9","2026-06-25 11:53","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 20\Post Mortum - Arixa SOV - 1075 Century Drive - Ready for Draw 20.xlsx"
"Makers Line (Cost Seg)","(root)","2023.07.31_Makers Line_152,247.50_12SB.pdf",".pdf","103.7","2025-10-24 10:10","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\2023.07.31_Makers Line_152,247.50_12SB.pdf"
"Makers Line (Cost Seg)","(root)","2023.10.26_Makers Line_782,741.30_12SB.pdf",".pdf","297","2025-10-24 10:09","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\2023.10.26_Makers Line_782,741.30_12SB.pdf"
"Makers Line (Cost Seg)","(root)","2023.02.28_Makers Line_1,098,262.00_12SB.pdf",".pdf","7931.1","2025-10-24 12:15","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\2023.02.28_Makers Line_1,098,262.00_12SB.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing DRAW REQUEST 09 (1).pdf",".pdf","82.9","2025-10-24 12:41","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing DRAW REQUEST 09 (1).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App 13_152,247.48_03.25.23.pdf",".pdf","7000.9","2025-10-24 12:40","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App 13_152,247.48_03.25.23.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App 12_1,044,398.60_02.25.23.pdf",".pdf","28796.6","2025-10-24 12:40","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App 12_1,044,398.60_02.25.23.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunter's Landing Pay App #14.pdf",".pdf","1235.8","2025-10-24 12:39","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunter's Landing Pay App #14.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_06 $1,456,934.11_08.25.22 R1.pdf",".pdf","27487","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_06 $1,456,934.11_08.25.22 R1.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_05_$2,132,419.31_7.25.22.pdf",".pdf","22621.3","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_05_$2,132,419.31_7.25.22.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_04_$1,547,156.56_06.25.22 (1).pdf",".pdf","17978.7","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_04_$1,547,156.56_06.25.22 (1).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_03_$2,227,640.72_05.25.22 (1).pdf",".pdf","11781.3","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_03_$2,227,640.72_05.25.22 (1).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_02_$666,379.73_04.25.22 (1).pdf",".pdf","12293.5","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_02_$666,379.73_04.25.22 (1).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App _1_$469,795.50_02.25.22.pdf",".pdf","1753.7","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App _1_$469,795.50_02.25.22.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters_Landing_Pay_App_08_$741,868.43_10.25.22 (2).pdf",".pdf","27610.8","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters_Landing_Pay_App_08_$741,868.43_10.25.22 (2).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing_Pay App 09_$787,456.65_11.25.22 (2) (2).pdf",".pdf","19066.5","2025-10-24 12:41","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing_Pay App 09_$787,456.65_11.25.22 (2) (2).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_11_$504,387.37_01.25.23.pdf",".pdf","34573.4","2025-10-24 12:40","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_11_$504,387.37_01.25.23.pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_10_$959,137.51_12.25.22 (1).pdf",".pdf","30848.5","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_10_$959,137.51_12.25.22 (1).pdf"
"Makers Line (Cost Seg)","Pay App Support","Hunters Landing Pay App_07_$937,100.85_09.25.22.pdf",".pdf","22349.8","2025-10-24 12:43","I:\My Drive\ACCOUNTING - PC FILES\SCRAP\2025.10.22 - Cost Segregation Breakdown\Makers Line\Pay App Support\Hunters Landing Pay App_07_$937,100.85_09.25.22.pdf"
